Summary,Season,Wedding_destination,Guest,Location,Describing_words,Priority_1,Priority_2,Priority_3,Estimate,Attire_Accessories,Beauty_spa,Entertainment,Flowers_Decorations,Gifts,invitations,Photography,Planner,venue_Catering_rental,Guest_number,range_start,range_end,Cost_per_person,Total_Estimate
How much does a summer wedding in Portsmouth VA with 100 to 150 guests cost? The wedding is at an event facility. The type of wedding is Elegant Formal Modern. The wedding color theme is Pinks. The estimated cost for this wedding is $32020.,Summer Wedding,Portsmouth VA,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $256 to the total amount spent.,an event facility,Pinks,None,None,None,32020,2498,436,181,281,4743,8438,2999,568,421,125,0,150,256,52585
How much does a fall wedding in Lancaster  with less than 25 guests cost? The ceremony is at a garden or park and reception is at a banquet hall. The type of wedding is Garden Vintage Intimate. The wedding color theme is Oranges. The estimated cost for this wedding is $12077.,Fall Wedding,Lancaster,This estimate is based on having 15 guests with a range of less than 25 guests. Adding a single guest will likely add $805 to the total amount spent.,a garden or park,Garden Vintage Intimate,Event Food Service Catering Bar Service,Event Location/Venue,Photography & Video,12077,2193,202,859,2295,186,1480,89,1395,3306,15,0,25,805,24082
How much does a summer wedding in Yorktown IN with 150 to 200 guests cost? The wedding is at an event facility. The type of wedding is Elegant Formal Theme. The wedding color theme is Oranges. The estimated cost for this wedding is $42810.,Summer Wedding,Yorktown IN,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $245 to the total amount spent.,an event facility,Oranges,None,None,None,42810,2593,712,164,230,1273,10160,2600,2803,1078,175,0,200,245,64423
How much does a wedding in Sacramento CA with 25 to 50 guests cost? The wedding is at some other location. The type of wedding is Elegant Rustic Intimate. The wedding color theme is Champagne. The estimated cost for this wedding is $23714.,None specified,Sacramento CA,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $624 to the total amount spent.,some other location,Champagne,None,None,None,23714,2475,139,313,331,1817,2192,453,2053,181,38,0,50,624,33668
How much does a summer wedding in Madison Wi with 150 to 200 guests cost? The wedding is at an event facility. The type of wedding is DIY Elegant Vintage. The wedding color theme is Greens. The estimated cost for this wedding is $30690.,Summer Wedding,Madison Wi,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $175 to the total amount spent.,an event facility,Greens,None,None,None,30690,2400,577,242,6380,9557,2105,746,696,778,175,0,200,175,54171
How much does a wedding in Knoxville TN with 100 to 150 guests cost? The wedding is at an event facility. The type of wedding is Fun Unique Modern. The wedding color theme is Champagne. The estimated cost for this wedding is $24412.,None specified,Knoxville TN,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $195 to the total amount spent.,an event facility,Champagne,None,None,None,24412,3828,476,84,236,804,6891,1619,2234,388,125,0,150,195,40972
How much does a fall wedding with 150 to 200 guests cost? The ceremony is at a garden or park and reception is at a family or friend's home. The type of wedding is Formal Simple Farm/Barn. The wedding color theme is Black. The estimated cost for this wedding is $53880.,Fall Wedding,None specified,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $308 to the total amount spent.,a garden or park,Formal Simple Farm/Barn,Attire & Accessories (Wedding Dress Suit etc.),Event Food Service Catering Bar Service,Photography & Video,53880,2439,771,293,317,5017,12260,2730,3557,1044,175,0,200,308,82308
How much does a summer wedding in Gulfport MS with 25 to 50 guests cost? The wedding is at a family or friends home. The type of wedding is DIY Garden Intimate. The wedding color theme is Other. The estimated cost for this wedding is $5913.,Summer Wedding,Gulfport MS,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $156 to the total amount spent.,a family or friends home,Other,None,None,None,5913,1585,103,188,241,1403,48,2242,0,0,38,0,50,156,11723
How much does a summer wedding in Osceola WI with 25 to 50 guests cost? The wedding is at a family or friends home. The type of wedding is DIY Garden Intimate. The wedding color theme is Other. The estimated cost for this wedding is $9504.,Summer Wedding,Osceola WI,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $250 to the total amount spent.,a family or friends home,Other,None,None,None,9504,1585,120,185,245,1428,48,3567,2223,0,38,0,50,250,18905
How much does a fall wedding with 100 to 150 guests cost? The wedding is at a garden or park. The type of wedding is DIY Garden Simple. The wedding color theme is Ivory. The estimated cost for this wedding is $21674.,Fall Wedding,None specified,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $173 to the total amount spent.,a garden or park,Ivory,None,None,None,21674,1998,532,166,300,5139,5577,2843,692,574,125,0,150,173,39495
How much does a summer wedding in Gulfport with 25 to 50 guests cost? The wedding is at a family or friends home. The type of wedding is DIY Garden Intimate. The wedding color theme is Other. The estimated cost for this wedding is $6809.,Summer Wedding,Gulfport,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $179 to the total amount spent.,a family or friends home,Other,None,None,None,6809,1585,103,188,241,896,1403,103,2242,0,38,0,50,179,13570
How much does a summer wedding in Waupaca WI with 50 to 100 guests cost? The wedding is at a garden or park. The type of wedding is Romantic Simple Intimate. The wedding color theme is Greens. The estimated cost for this wedding is $17084.,Summer Wedding,Waupaca WI,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $228 to the total amount spent.,a garden or park,Greens,None,None,None,17084,2085,255,158,3559,3448,910,310,264,3843,75,0,100,228,31916
How much does a summer wedding in Charlottesville VA with 150 to 200 guests cost? The wedding is at a resort or hotel. The type of wedding is Elegant Garden Farm/Barn. The wedding color theme is Champagne. The estimated cost for this wedding is $40047.,Summer Wedding,Charlottesville VA,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $229 to the total amount spent.,a resort or hotel,Champagne,None,None,None,40047,5870,829,167,274,4269,8477,2840,3356,929,175,0,200,229,67058
How much does a summer wedding in Hampton Bays NY with 200 to 300 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Beach Elegant Traditional. The wedding color theme is Blues. The estimated cost for this wedding is $58262.,Summer Wedding,Hampton Bays NY,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $233 to the total amount spent.,a church or other place of worship,Beach Elegant Traditional,Attire & Accessories (Wedding Dress Suit etc.),Event Food Service Catering Bar Service,Photography & Video,58262,5106,1054,336,334,1476,18237,3873,4477,1649,250,0,300,233,94804
How much does a fall wedding in Portland ME with 25 to 50 guests cost? The wedding is at a winery. The type of wedding is Simple Modern Farm/Barn. The wedding color theme is Oranges. The estimated cost for this wedding is $18544.,Fall Wedding,Portland ME,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $488 to the total amount spent.,a winery,Oranges,None,None,None,18544,2458,160,304,1793,2626,4918,1838,212,217,38,0,50,488,33070
How much does a wedding in Cincinnati OH with 200 to 300 guests cost? The ceremony is at a garden or park and reception is at an event facility. The type of wedding is Formal Traditional Modern. The wedding color theme is White. The estimated cost for this wedding is $35650.,None specified,Cincinnati OH,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $143 to the total amount spent.,a garden or park,Formal Traditional Modern,Bakery (Wedding Cake/dessert),Event Food Service Catering Bar Service,Event Location/Venue,35650,2407,1141,158,254,1014,10485,4011,1318,972,250,0,300,143,57410
How much does a spring wedding in Jamestown TN with 50 to 100 guests cost? The wedding is at a farm or barn. The type of wedding is Garden Romantic Unique. The wedding color theme is Pinks. The estimated cost for this wedding is $27078.,Spring Wedding,Jamestown TN,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $361 to the total amount spent.,a farm or barn,Pinks,None,None,None,27078,1728,290,136,233,2871,2830,1013,1844,642,75,0,100,361,38665
How much does a summer wedding in Houston TX with 50 to 100 guests cost? The wedding is at a banquet hall. The type of wedding is Casual Fun Simple. The wedding color theme is Reds. The estimated cost for this wedding is $15037.,Summer Wedding,Houston TX,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $200 to the total amount spent.,a banquet hall,Reds,None,None,None,15037,204,1196,3590,4381,744,437,275,980,745,75,0,100,200,27589
